-- BATHTUBS --,Description,Finish,Model #,List Price,Vendor,Mult.,Specs,Images,ImageFormula,RETURN TO TABLE OF CONTENTS
Maax Rubix 60x32x18 (Acrylic / Alcove / LH),"Rubix acrylic alcove bath with integral apron, integral flange
- Left-hand drain
- Nominal Size: 60"" x 32"" x 18""
- Bathing Well: 54 3/4” x 25 3/8” x 16""
- 59 gallon capacity
- Requires cable-operated waste and overflow (10022491)",White,105705-L-000-001,$986.00,Robinson,0.6,https://maax.com/en/product/rubix-6032_105705?v=105705-L-000-001,,"=IMAGE(""https://maax.com/-/media/productassets/maax/105705/images/maax-mx105705-001-2.jpg?h=672&w=800&v=1&d=20171018T222709Z&hash=0723938D960B3F4911D73195D44BEA786F1B7746"",1)",
Maax Rubix 60x32x18 (Acrylic / Alcove / RH),"Rubix acrylic alcove bath with integral apron, integral flange
- Right-hand drain
- Nominal Size: 60"" x 32"" x 18""
- Bathing Well: 54 3/4” x 25 3/8” x 16""
- 59 gallon capacity
- Requires cable-operated waste and overflow (10022491)",White,105705-R-000-001,$986.00,Robinson,0.6,https://maax.com/en/product/rubix-6032_105705?v=105705-R-000-001,,"=IMAGE(""https://maax.com/-/media/productassets/maax/105705/images/maax-mx105705-001-2.jpg?h=672&w=800&v=1&d=20171018T222709Z&hash=0723938D960B3F4911D73195D44BEA786F1B7746"",1)",
Maax Rubix 66x32x18 (Acrylic / Alcove / LH),"Rubix acrylic alcove bath with integral apron, integral flange, and left-hand drain | Nominal Size: 66"" x 32"" x 18"" | Bathing Well: 55 3/8"" x 23 3/8"" x 15"" (64 gallon capacity); Requires cable-operated waste and overflow (10022491)",White,105735-L-000-001,"$1,217.00",Robinson,0.6,https://maax.com/en/product/rubix-6632_105735?v=105735-L-000-001,,"=IMAGE(""https://abgprdcdn-maax.azureedge.net/-/media/productassets/maax/105735/images/maax-mx105735-001-2.jpg?h=672&w=800&v=1&d=20171018T223216Z&hash=8E8DD5A73BB11F22A6C233E09E58F56546E46763"",1)",
Maax Rubix 66x32x18 (Acrylic / Alcove / RH),"Rubix acrylic alcove bath with integral apron, integral flange, and right-hand drain | Nominal Size: 66"" x 32"" x 18"" | Bathing Well: 55 3/8"" x 23 3/8"" x 15"" (64 gallon capacity); Requires cable-operated waste and overflow (10022491)",White,105735-R-000-001,"$1,217.00",Robinson,0.6,https://maax.com/en/product/rubix-6632_105735?v=105735-R-000-001,,"=IMAGE(""https://abgprdcdn-maax.azureedge.net/-/media/productassets/maax/105735/images/maax-mx105735-001-2.jpg?h=672&w=800&v=1&d=20171018T223216Z&hash=8E8DD5A73BB11F22A6C233E09E58F56546E46763"",1)",
Maax Sax 60x32x24 (Acrylic / Freestanding),"Sax acrylic freestanding oval bath with deck space for faucet
- Nominal Size: 60"" x 32"" x 24 7/8""
- Bathing Well: 51 3/8"" x 27 1/4"" x 14 3/4""
- 44 gallon capacity
- Requires F2 drain (10034341)
- Requires positioning template (10032740)",White,105797-000-002,"$1,607.00",Robinson,0.6,https://maax.com/en/product/sax_105797,,"=IMAGE(""https://maax.com/-/media/productassets/maax/105797/images/maax-mx105797-002-2.jpg?h=672&w=800&v=1&d=20180228T192513Z&hash=C763523B26C37DE409DBA4E69DC8436820EA6ECD"",1)",
Maax Villi 65x32x25 (Acrylic / Freestanding / Center),"Villi acrylic freestanding rectangular bath 
- Nominal Size: 65"" x 32"" x 25 3/4""
- Bathing Well: 62"" x 29"" x 15 3/4""
- 96 gallon capacity
- Requires F2 drain (10034341)
- Requires positioning template (10037817)",White,106388-000-001,"$2,937.00",Robinson,0.6,https://maax.com/en/product/villi_106388,,"=IMAGE(""https://maax.com/-/media/productassets/maax/106388/images/maax-mx106388-001-2.jpg?h=168&w=200&v=1&d=20171122T183203Z&hash=031254AAB52C3BCF1AE9D0085356082CC51A74A4"",1)",
MTI Basics 66x32x19 (Acrylic / Drop-in or Undermount),"Basics® acrylic undermount or drop-in rectangular bath 
- Nominal Size: 66"" x 32 1/4"" x 19 1/2""
- Bathing Well: 48"" x 19"" x 16""
- 70 gallon capacity
- Requires lift & trun drain (MBWO)
- Therapy options available",White,MBSCR6632,#N/A,Granite Group,0.625,https://mtibaths.com/products/tubs/basics/MBCR6632/,,"=IMAGE(""https://info.mtibaths.com/product-images/products/MBCR6632_oh_h.jpg"",1)",
MTI New Yorker 72x36x24 (Acrylic / Freestanding),"New Yorker acrylic freestanding oval bath with deck space for faucet installation | Nominal Size: 71 3/4"" x 35 1/2"" x 23 1/4"" | Bathing Well: 48 1/2"" x 22 1/2"" x 16 1/2"" (83 gallon capacity); Requires toe-tap drain (SLOTWH); Therapy options available",White,S225-CWH,"$4,640.00",Granite Group,0.625,https://mtibaths.com/products/tubs/designer/225/,,"=IMAGE(""https://info.mtibaths.com/product-images/products/225_s1_h.jpg"",1)",
MTI Reflections 72x36x22 (Acrylic / Drop-In),"Reflections acrylic drop-in bath with back rest
- Nominal Size:  71 1/4"" x 35 3/4"" x 22 1/4""
- Bathing Well: 44"" x 21"" x 19 1/2""
- 80 gallon capacity
- Requires cable drain (WOCB)
- Requires flange kit for alcove (TFK3)
- Therapy options available",White,S45,"$1,955.00",Granite Group,0.625,https://mtibaths.com/products/tubs/designer/45/,,"=IMAGE(""https://info.mtibaths.com/product-images/products/45_oh_h.jpg"",1)",
Maidstone Paloma Clawfoot 60x30x21 (Cast Iron / Freestanding),"Paloma cast iron clawfoot bath with no faucet drillings | Nominal Size: 61"" x 30"" x 22 1/2"" | Bathing Well: 41 1/4"" x 18"" x 15"" (58 gallon capacity); Requires toe tapper drain (122POP2)",White with white feet,1201DE60-0-2,"$2,450.00",Robinson ,0.6,https://maidstonesupply.com/bathroom/bathtubs/paloma-cast-iron-clawfoot-tub-no-faucet-drilling.html,,"=IMAGE(""https://maidstonesupply.com/pub/media/catalog/product/cache/6b8245bae7647528e2edd9cb5e275de1/1/2/1201de60-0-2_front.jpg"",1)",
Maidstone Royal Clawfoot 66x30x25(Acryllic/Freestanding/CHR Feet) ,"Royal Acryllic Freestanding Bath With No Faucet Holes l Nominal Size: 66-3/4""x30""x25"" l Bathing Well: 49 Gal. (**DRAIN**)",White(Chrome Feet),1202DE66-0-1,,Robinson ,0.6,https://maidstonesupply.com/bathroom/bathtubs/acrylic-clawfoot-bathtubs/royal-acrylic-clawfoot-tub-rim-faucet-drillings-mws-royal-royal.html,,"=IMAGE(""https://maidstonesupply.com/pub/media/catalog/product/cache/6b8245bae7647528e2edd9cb5e275de1/1/2/1202de60-7-1_front.jpg"",1)",
Maidstone Royal Clawfoot 66x30x25 with WHITE FEET (Acryllic / Freestanding) ,"Royal acrylic freestanding oval bath with 7"" rim for faucet
- Nominal Size: 66-3/4"" x 30"" x 25""
- Bathing Well: 40 1/2"" x 17"" x 13""
- 49 gallon capacity
- Adjustable leg levelers
- Requires toe tapper drain (122POP2)",White with white feet,1202DE66-7-2,"$2,025.00",Robinson,0.6,https://maidstonesupply.com/bathroom/bathtubs/acrylic-clawfoot-bathtubs/royal-acrylic-clawfoot-tub-rim-faucet-drillings-mws-royal-royal.htmll,,"=IMAGE(""https://maidstonesupply.com/pub/media/catalog/product/cache/6b8245bae7647528e2edd9cb5e275de1/1/2/1202de60-7-2_front.jpg"",1)",
Maidstone Royal Clawfoot 66x30x25 with BRASS FEET (Acryllic / Freestanding) ,"Royal acrylic freestanding oval bath with 7"" rim for faucet
- Nominal Size: 66-3/4"" x 30"" x 25""
- Bathing Well: 40 1/2"" x 17"" x 13""
- 49 gallon capacity
- Adjustable leg levelers
- Requires toe tapper drain (122POP2)",White with brass feet,1202DE66-7-3,"$2,025.00",Robinson,0.6,https://maidstonesupply.com/bathroom/bathtubs/acrylic-clawfoot-bathtubs/royal-acrylic-clawfoot-tub-rim-faucet-drillings-mws-royal-royal.html,,"=IMAGE(""https://maidstonesupply.com/pub/media/catalog/product/cache/6b8245bae7647528e2edd9cb5e275de1/1/2/1202de60-7-3_front.jpg"",1)",
MAIDSTONE Suffolk  57x28x24 with Gold Feet (Acryllic / Freestanding),"Suffolk acrylic freestanding bath with no faucet holes
- Nominal Size: 57-7/8"" x 28"" x 24-1/2""
- Bathing Well: 32 1/2"" x 14-1/2"" x 13""
- 43 gallon capacity
- Adjustable leg levelers
- Requires toe tapper drain (122POP2)",White with Brass Feet,1202SL57-0-3,"$1,975.00",Robinson,0.6,https://maidstonesupply.com/suffolk-acrylic-clawfoot-slipper-tub-suffolk.html,,"=IMAGE(""https://maidstonesupply.com/pub/media/catalog/product/cache/6b8245bae7647528e2edd9cb5e275de1/1/2/1202sl54-0-3_front_2_1.jpg"",1)",
MAIDSTONE Suffolk  57x28x24 with White Feet (Acryllic / Freestanding),"Suffolk acrylic freestanding bath with no faucet holes
- Nominal Size: 57-7/8"" x 28"" x 24-1/2""
- Bathing Well: 32 1/2"" x 14-1/2"" x 13""
- 43 gallon capacity
- Adjustable leg levelers
- Requires toe tapper drain (122POP2)",White with White Feet,1202SL57-0-2,"$2,025.00",Robinson,0.6,https://maidstonesupply.com/suffolk-acrylic-clawfoot-slipper-tub-suffolk.html,,"=IMAGE(""https://maidstonesupply.com/pub/media/catalog/product/cache/6b8245bae7647528e2edd9cb5e275de1/1/2/1202sl54-0-2_front_2_1.jpg"",1)",
Maidstone Sutton 54x29x25 Clawfoot with Chrome Feet (Acrylic / Freestanding),"Sutton acrylic freestanding clawfoot bath
- Nominal Size: 53 1/4"" x 29"" x 25""
- Bathing Well: 30"" x 14 1/2"" x 13""
- 37 gallon capacity
- Requires toe tapper drain (122POP2)",White with Chrome Feet,1202CL54-0-1,"$1,980.00",Robinson,0.6,https://maidstonesupply.com/bathroom/bathtubs/sutton-acrylic-clawfoot-tub-no-faucet-drilling.html,,"=IMAGE(""https://maidstonesupply.com/pub/media/catalog/product/cache/6b8245bae7647528e2edd9cb5e275de1/1/2/1202cl54-0-1_front.jpg"",1)",
Maidstone Sutton 54x29x25 Clawfoot with Brushed Nickel Feet (Acrylic / Freestanding),"Sutton acrylic freestanding clawfoot bath
- Nominal Size: 53 1/4"" x 29"" x 25""
- Bathing Well: 30"" x 14 1/2"" x 13""
- 37 gallon capacity
- Requires toe tapper drain (122POP2)",White with Brushed Nickel Feet,1202CL54-0-5,"$1,980.00",Robinson,0.6,https://maidstonesupply.com/bathroom/bathtubs/sutton-acrylic-clawfoot-tub-no-faucet-drilling.html,,"=IMAGE(""https://maidstonesupply.com/pub/media/catalog/product/cache/6b8245bae7647528e2edd9cb5e275de1/1/2/1202cl54-0-1_front.jpg"",1)",
Oceania Sublime 66x34x21 (Acrylic / Drop-in),"Sublime acrylic drop-in rectangular bath 
- Nominal Size: 66"" x 34"" x 21""
- Bathing Well: 50 3/4"" x 20 1/8"" x 15""
- 60 gallon capacity
- Requires drain (WOCO14)
- Therapy options available",White,SU6634,"$5,809.00",Robinson,0.65,https://www.oceania-attitude.com/data/baths/deck-mount/sublime/845,,"=IMAGE(""https://www.oceania-attitude.com/products/galleries/display/1d4/c8e/941ab42377fb75fa5ddd54a994/SU_sublime_overview_LR.jpg?size=545x351&mtime=1360092527"",1)",
Sterling Ensemble 60x30x16 (Vikrell / Alcove / LH),"Ensemble™ Vikrell alcove bath with integral apron, integral flange, and left-hand Drain | Nominal Size: 60"" x 30"" x 16"" | Bathing Well: 45"" x 20"" x 11 1/4"" (44 gallon capacity); Drain not included",White,71171110-0,$319.80,Granite Group,0.65,https://www.sterlingplumbing.com/product-detail/71171110?skuid=71171110-0,,"=image(""https://kohler.scene7.com/is/image/Kohler/Category_Template?$PDPcon$&$gradient_src=Kohler%2Forganic-gradient&$shadow_src=Kohler%2FBlank&$Badge1_src=Kohler%2FBlank&$Badge4_src=Kohler%2FBlank&$Badge3_src=Kohler%2FBlank&$Badge2_src=Kohler%2FBlank&$product_src=is{Kohler%2Fzac32952_rgb}"",1)",
Sterling Ensemble 60x30x16 (Vikrell / Alcove / RH),"Ensemble™ Vikrell alcove bath with integral apron, integral flange, and right-hand Drain | Nominal Size: 60"" x 30"" x 16"" | Bathing Well: 45"" x 20"" x 11 1/4"" (44 gallon capacity); Drain not included",White,71171120-0,$319.80,Granite Group,0.65,https://www.sterlingplumbing.com/product-detail/71171120?skuid=71171120-0,,"=image(""https://kohler.scene7.com/is/image/Kohler/Category_Template?$PDPcon$&$gradient_src=Kohler%2Forganic-gradient&$shadow_src=Kohler%2FBlank&$Badge1_src=Kohler%2FBlank&$Badge4_src=Kohler%2FBlank&$Badge3_src=Kohler%2FBlank&$Badge2_src=Kohler%2FBlank&$product_src=is{Kohler%2Fzac32955_rgb}"",1)",
Sterling Ensemble 60x32x18 (Vikrell / Alcove / LH),"Ensemble™ Vikrell alcove bath with integral apron, integral flange
- Left-hand Drain
- Nominal Size: 60"" x 32"" x 18""
- Bathing Well: 42"" x 20"" x 13 3/4""
- 55 gallon capacity
- Drain not included",White,71121110-0,$444.90,Granite Group,0.65,https://www.sterlingplumbing.com/product-detail/71121110?skuid=71121110-0,,"=IMAGE(""https://kohler.scene7.com/is/image/Kohler/Category_Template?$PDPcon$&$gradient_src=Kohler%2Forganic-gradient&$shadow_src=Kohler%2FBlank&$Badge1_src=Kohler%2FBlank&$Badge4_src=Kohler%2FBlank&$Badge3_src=Kohler%2FBlank&$Badge2_src=Kohler%2FBlank&$product_src=is{Kohler%2Fzac32944_rgb}"",1)",
Sterling Ensemble 60x32x18 (Vikrell / Alcove / RH),"Ensemble™ Vikrell alcove bath with integral apron, integral flange
- Right-hand Drain
- Nominal Size: 60"" x 32"" x 18""
- Bathing Well: 42"" x 20"" x 13 3/4""
- 55 gallon capacity
- Drain not included",White,71121120-0,$444.90,Granite Group,0.65,https://www.sterlingplumbing.com/product-detail/71121120?skuid=71121120-0,,"=image(""https://kohler.scene7.com/is/image/Kohler/Category_Template?$PDPcon$&$gradient_src=Kohler%2Forganic-gradient&$shadow_src=Kohler%2FBlank&$Badge1_src=Kohler%2FBlank&$Badge4_src=Kohler%2FBlank&$Badge3_src=Kohler%2FBlank&$Badge2_src=Kohler%2FBlank&$product_src=is{Kohler%2Fzac32948_rgb}"",1)",
Sterling Ensemble 60x36x16 (Vikrell / Alcove / LH),"Ensemble™ Vikrell alcove bath with integral apron, integral flange, and left-hand Drain | Nominal Size: 60"" x 36"" x 16"" | Bathing Well: 40"" x 21"" x 11"" (40 gallon capacity); Drain not included",White,"71101110-0
",$629.55,Granite Group,0.65,https://www.sterlingplumbing.com/product-detail/71101110?skuid=71101110-0,,"=IMAGE(""https://kohler.scene7.com/is/image/Kohler/Category_Template?$PDPcon$&$gradient_src=Kohler%2Forganic-gradient&$shadow_src=Kohler%2FBlank&$Badge1_src=Kohler%2FBlank&$Badge4_src=Kohler%2FBlank&$Badge3_src=Kohler%2FBlank&$Badge2_src=Kohler%2FBlank&$product_src=is{Kohler%2Fzac51282_rgb}"",1)",
Sterling Ensemble 60x36x16 (Vikrell / Alcove / RH),"Ensemble™ Vikrell alcove bath with integral apron, integral flange, and right-hand Drain | Nominal Size: 60"" x 36"" x 16"" | Bathing Well: 40"" x 21"" x 11"" (40 gallon capacity); Drain not included",White,"71101120-0
",$629.55,Granite Group,0.65,https://www.sterlingplumbing.com/product-detail/71101120?skuid=71101120-0,,"=IMAGE(""https://kohler.scene7.com/is/image/Kohler/Category_Template?$PDPcon$&$gradient_src=Kohler%2Forganic-gradient&$shadow_src=Kohler%2FBlank&$Badge1_src=Kohler%2FBlank&$Badge4_src=Kohler%2FBlank&$Badge3_src=Kohler%2FBlank&$Badge2_src=Kohler%2FBlank&$product_src=is{Kohler%2Fzac53168_rgb}"",1)",
Sterling Ensemble 60x32x18 Tub & Wall Set (Vikrell / Alcove / LH),"Ensemble™ Vikrell aclove bath & wall set with left-hand drain
- Nominal Size: 60"" x 32"" x 18"" / 54"" walls
- Bathing Well: 42"" x 20"" x 13 3/4""
- 55 gallon capacity
- Drain not included",White,"71220110-0",$919.25,Granite Group,0.65,https://www.sterlingplumbing.com/product-detail/71220110?skuid=71220110-0,,"=IMAGE(""https://kohler.scene7.com/is/image/Kohler/Category_Template?$PDPcon$&$gradient_src=Kohler%2Forganic-gradient&$shadow_src=Kohler%2FBlank&$Badge1_src=Kohler%2FBlank&$Badge4_src=Kohler%2FBlank&$Badge3_src=Kohler%2FBlank&$Badge2_src=Kohler%2FBlank&$product_src=is{Kohler%2Fzab53689_rgb}"",1)",
Sterling Ensemble 60x32x18 Tub & Wall Set (Vikrell / Alcove / RH),"Ensemble™ Vikrell aclove bath & wall set with right-hand drain
- Nominal Size: 60"" x 32"" x 18"" / 54"" walls
- Bathing Well: 42"" x 20"" x 13 3/4""
- 55 gallon capacity
- Drain not included",White,"71220120-0
",$919.25,Granite Group,0.65,https://www.sterlingplumbing.com/product-detail/71220120?skuid=71220120-0,,"=IMAGE(""https://kohler.scene7.com/is/image/Kohler/Category_Template?$PDPcon$&$gradient_src=Kohler%2Forganic-gradient&$shadow_src=Kohler%2FBlank&$Badge1_src=Kohler%2FBlank&$Badge4_src=Kohler%2FBlank&$Badge3_src=Kohler%2FBlank&$Badge2_src=Kohler%2FBlank&$product_src=is{Kohler%2Fzac39119_rgb}"",1)",
Sterling Ensemble 60x32x18 Tub & Wall Set WITH BACKERS (Vikrell / Alcove / LH),"Ensemble™ Vikrell aclove bath & wall set with age-in-place backerboards and left-hand drain | Nominal Size: 60"" x 32"" x 18"" (54"" wall height) | Bathing Well: 42"" x 20"" x 13 3/4"" (55 gallon capacity); Drain not included",White,71220116-0,$960.00,Granite Group,0.65,https://www.sterlingplumbing.com/product-detail/71220116?skuid=71220116-0,,"=IMAGE(""https://kohler.scene7.com/is/image/Kohler/Category_Template?$PDPcon$&$gradient_src=Kohler%2Forganic-gradient&$shadow_src=Kohler%2FBlank&$Badge1_src=Kohler%2FBlank&$Badge4_src=Kohler%2FBlank&$Badge3_src=Kohler%2FBlank&$Badge2_src=Kohler%2FBlank&$product_src=is{Kohler%2Fzab53689_rgb}"",1)",
Sterling Ensemble 60x32x18 Tub & Wall Set WITH BACKERS (Vikrell / Alcove / RH),"Ensemble™ Vikrell aclove bath & wall set with age-in-place backerboards and right-hand drain | Nominal Size: 60"" x 32"" x 18"" (54"" wall height) | Bathing Well: 42"" x 20"" x 13 3/4"" (55 gallon capacity); Drain not included",White,71220126-0,$960.00,Granite Group,0.65,https://www.sterlingplumbing.com/product-detail/71220126?skuid=71220126-0,,"=IMAGE(""https://kohler.scene7.com/is/image/Kohler/Category_Template?$PDPcon$&$gradient_src=Kohler%2Forganic-gradient&$shadow_src=Kohler%2FBlank&$Badge1_src=Kohler%2FBlank&$Badge4_src=Kohler%2FBlank&$Badge3_src=Kohler%2FBlank&$Badge2_src=Kohler%2FBlank&$product_src=is{Kohler%2Fzac39119_rgb}"",1)",
Sterling Spectacle 60x32x23 (Acrylic / Freestanding),"Spectacle™ acrylic  oval freestanding bath with overflow and deck space for faucet installation
- Nominal Size: 60 1/4"" x 32 1/4"" x 23""
- Bathing Well: 39 3/16"" x 20 1/4"" x 17 1/4""
- 65 gallon capacity)
- Toe-tap drain included (Chrome only)",White,95333-0,"$1,735.00",Granite Group,0.65,https://www.sterlingplumbing.com/product-detail/95333?skuid=95333-0,,"=IMAGE(""https://s7d4.scene7.com/is/image/Kohler/Category_Template?$GridView$&$gradient_src=Kohler%2Forganic%2Dgradient&$shadow_src=Kohler%2FBlank&$Badge1_src=Kohler%2F2New&$Badge4_src=Kohler%2FBlank&$Badge3_src=Kohler%2FBlank&$Badge2_src=Kohler%2FBlank&$product_src=is{Kohler%2Fzac77632_rgb}"",1)",
Sterling Spectacle 66x34x23 (Acrylic / Freestanding) ,"Spectacle™ acrylic  oval freestanding bath with overflow and deck space for faucet installation
- Nominal Size: 65 3/4"" x 34 1/4"" x 23 3/16""""
- Bathing Well: 45 1/4"" x  22 1/2""
- 79 gallon capacity)
- Toe-tap drain included (Chrome only)",White,95334-0,"$1,925.00",Granite Group,0.65,https://www.sterlingplumbing.com/product-detail/95334?skuid=95334-0,,"=IMAGE(""https://kohler.scene7.com/is/image/Kohler/Category_Template?$PDPcon$&$gradient_src=Kohler%2Forganic-gradient&$shadow_src=Kohler%2FBlank&$Badge1_src=Kohler%2FBlank&$Badge4_src=Kohler%2FBlank&$Badge3_src=Kohler%2FBlank&$Badge2_src=Kohler%2FBlank&$product_src=is{Kohler%2Fzac77638_rgb}"",1)",
Sterling Unwind 59x30x22 (Acrylic / Freestanding),"Unwind™ acrylic oval freestanding bath with overflow
- Nominal Size: 59 1/16"" x 29 1/2"" x 22 7/8""
- Bathing Well: 37 1/8"" x 15 5/16"" x 14 11/16""
- 46.87 gallon capacity
- Toe-tap drain included (Chrome only)",White,96129-0,"$1,909.00",Granite Group,0.65,https://www.sterlingplumbing.com/product-detail/96129?skuid=96129-0,,"=IMAGE(""https://kohler.scene7.com/is/image/Kohler/Category_Template?$PDPcon$&$gradient_src=Kohler%2Forganic-gradient&$shadow_src=Kohler%2FBlank&$Badge1_src=Kohler%2F2New&$Badge4_src=Kohler%2FBlank&$Badge3_src=Kohler%2FBlank&$Badge2_src=Kohler%2FBlank&$product_src=is{Kohler%2Fzac81694_rgb}"",1)",
Victoria Albert Pescadero 67x32x26 (Englishcast / Freestanding / LH),"Pescadero Englishcast™ cast Volcanic Limestone™ freestanding bath with rear overflow| Nominal Size: 66 1/4"" x 31 3/8"" x 25 3/4"" | Bathing Well: 52 3/8"" x 23 1/4"" x 14 1/4"" (66 3/4 gallon capacity); Requires dual option drain (K-50-XX)",White,PES-N-LH-SW-OF,"$5,598.00",Robinson,0.58,https://vandabaths.com/us/americas/product/pescadero-7/,,"=image(SUBSTITUTE(""https://drive.google.com/open?id=1WymcZDqw8NU7Mj6Uh950Ix8Yq3MQjdkz"",""https://drive.google.com/open?id="",""https://docs.google.com/uc?export=download&id=""),1)",
Victoria Albert Pescadero 67x32x26 (Englishcast / Freestanding / RH),"Pescadero Englishcast™ cast Volcanic Limestone™ freestanding bath with rear overflow| Nominal Size: 66 1/4"" x 31 3/8"" x 25 3/4"" | Bathing Well: 52 3/8"" x 23 1/4"" x 14 1/4"" (66 3/4 gallon capacity); Requires dual option drain (K-50-XX)",White,PES-N-RH-SW-OF,"$5,598.00",Robinson,0.58,https://vandabaths.com/us/americas/product/pescadero-7/,,"=image(SUBSTITUTE(""https://drive.google.com/open?id=1PF9sLj3q4YehLWtMyl93NOvx2SY-G3h6"",""https://drive.google.com/open?id="",""https://docs.google.com/uc?export=download&id=""),1)",
